algorithm,inputSize,balance,mode,searchValue,found,duplicates, timeMs,comparisons,swaps,copies
Merge Sort,100000,3,sort,,,true,16,1536059,0,1668928
Merge Sort,250000,3,sort,,,true,109,4167942,0,4487856
Merge Sort,500000,3,sort,,,true,484,8836207,0,9475712
Merge Sort,750000,3,sort,,,true,508,13701964,0,14701424
Merge Sort,1000000,3,sort,,,true,396,18670583,0,19951424
Merge Sort,1500000,3,sort,,,true,812,28904897,0,30902848
Merge Sort,2000000,3,sort,,,true,878,39340272,0,41902848
